n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,level,N,N,mean_PSD
50,15,0,I,SbP,Euclidean,0.1,column,gumbel,22.6,1,1000,1
50,15,0,I,SbP,Supremum,0.1,column,gumbel,12.6,1,1000,1
50,15,0,Sh,ShJ,Euclidean,0.1,column,gumbel,32.4,1,1000,1
50,15,0,Sh,ShJ,Supremum,0.1,column,gumbel,21.1,1,1000,1
50,15,0,Sh,SbJ,Euclidean,0.1,column,gumbel,14.6,1,1000,1
50,15,0,Sh,SbJ,Supremum,0.1,column,gumbel,6.9,1,1000,1
50,15,0,I,SbJ,Euclidean,0.1,column,gumbel,24.6,1,1000,1
50,15,0,I,SbJ,Supremum,0.1,column,gumbel,13.4,1,1000,1
250,25,0,Sh,ShP,Euclidean,0.2,single,gumbel,100,1,1000,0
250,25,0,Sh,ShP,Supremum,0.2,single,gumbel,100,1,1000,0
250,25,0,I,ShP,Euclidean,0.2,single,gumbel,7.2,1,1000,0
250,25,0,I,ShP,Supremum,0.2,single,gumbel,85.1,1,1000,0
250,25,0,Sh,SbP,Euclidean,0.2,single,gumbel,19.9,1,1000,1
250,25,0,Sh,SbP,Supremum,0.2,single,gumbel,85.1,1,1000,1
250,25,0,I,SbP,Euclidean,0.2,single,gumbel,20.2,1,1000,1
250,25,0,I,SbP,Supremum,0.2,single,gumbel,85.1,1,1000,1
250,25,0,Sh,ShJ,Euclidean,0.2,single,gumbel,100,1,1000,1
250,25,0,Sh,ShJ,Supremum,0.2,single,gumbel,100,1,1000,1
250,25,0,I,ShJ,Euclidean,0.2,single,gumbel,5.5,1,1000,1
250,25,0,I,ShJ,Supremum,0.2,single,gumbel,84.4,1,1000,1
250,25,0,Sh,SbJ,Euclidean,0.2,single,gumbel,20.2,1,1000,1
250,25,0,Sh,SbJ,Supremum,0.2,single,gumbel,85.1,1,1000,1
250,25,0,I,SbJ,Euclidean,0.2,single,gumbel,20.1,1,1000,1
250,25,0,I,SbJ,Supremum,0.2,single,gumbel,85,1,1000,1
50,25,0,Sh,ShP,Euclidean,0.1,column,gumbel,0.9,1,1000,0
50,25,0,Sh,ShP,Supremum,0.1,column,gumbel,0.8,1,1000,0
50,25,0,I,ShP,Euclidean,0.1,column,gumbel,2.4,1,1000,0
50,25,0,I,ShP,Supremum,0.1,column,gumbel,10.2,1,1000,0
50,25,0,Sh,SbP,Euclidean,0.1,column,gumbel,9.5,1,1000,1
50,25,0,Sh,SbP,Supremum,0.1,column,gumbel,5.1,1,1000,1
50,25,0,I,SbP,Euclidean,0.1,column,gumbel,24.3,1,1000,1
50,25,0,I,SbP,Supremum,0.1,column,gumbel,12.9,1,1000,1
50,25,0,Sh,ShJ,Euclidean,0.1,column,gumbel,0.5,1,1000,1
50,25,0,Sh,ShJ,Supremum,0.1,column,gumbel,0.6,1,1000,1
50,25,0,Sh,SbJ,Euclidean,0.1,column,gumbel,10.6,1,1000,1
50,25,0,Sh,SbJ,Supremum,0.1,column,gumbel,5.4,1,1000,1
50,25,0,I,SbJ,Euclidean,0.1,column,gumbel,25.5,1,1000,1
50,25,0,I,SbJ,Supremum,0.1,column,gumbel,13.2,1,1000,1
250,5,0,Sh,ShP,Euclidean,0,none,gumbel,8.2,1,1000,1
250,5,0,Sh,ShP,Supremum,0,none,gumbel,6.8,1,1000,1
250,5,0,I,ShP,Euclidean,0,none,gumbel,4.8,1,1000,1
250,5,0,I,ShP,Supremum,0,none,gumbel,4.3,1,1000,1
250,5,0,Sh,SbP,Euclidean,0,none,gumbel,4.4,1,1000,1
250,5,0,Sh,SbP,Supremum,0,none,gumbel,3.9,1,1000,1
250,5,0,I,SbP,Euclidean,0,none,gumbel,4.5,1,1000,1
250,5,0,I,SbP,Supremum,0,none,gumbel,3.6,1,1000,1
250,5,0,Sh,ShJ,Euclidean,0,none,gumbel,7.4,1,1000,1
250,5,0,Sh,ShJ,Supremum,0,none,gumbel,6.2,1,1000,1
250,5,0,I,ShJ,Euclidean,0,none,gumbel,4.2,1,1000,1
250,5,0,I,ShJ,Supremum,0,none,gumbel,3.9,1,1000,1
250,5,0,Sh,SbJ,Euclidean,0,none,gumbel,4.8,1,1000,1
250,5,0,Sh,SbJ,Supremum,0,none,gumbel,4.3,1,1000,1
250,5,0,I,SbJ,Euclidean,0,none,gumbel,4.9,1,1000,1
250,5,0,I,SbJ,Supremum,0,none,gumbel,4.2,1,1000,1
50,5,0,Sh,ShP,Euclidean,0,none,gumbel,39.1,1,1000,1
50,5,0,Sh,ShP,Supremum,0,none,gumbel,31,1,1000,1
50,5,0,I,ShP,Euclidean,0,none,gumbel,4.8,1,1000,1
50,5,0,I,ShP,Supremum,0,none,gumbel,5.4,1,1000,1
50,5,0,Sh,SbP,Euclidean,0,none,gumbel,3.1,1,1000,1
50,5,0,Sh,SbP,Supremum,0,none,gumbel,3.4,1,1000,1
50,5,0,I,SbP,Euclidean,0,none,gumbel,3.3,1,1000,1
50,5,0,I,SbP,Supremum,0,none,gumbel,3.5,1,1000,1
50,5,0,Sh,ShJ,Euclidean,0,none,gumbel,30,1,1000,1
50,5,0,Sh,ShJ,Supremum,0,none,gumbel,22.5,1,1000,1
50,5,0,Sh,SbJ,Euclidean,0,none,gumbel,4.8,1,1000,1
50,5,0,Sh,SbJ,Supremum,0,none,gumbel,4.1,1,1000,1
50,5,0,I,SbJ,Euclidean,0,none,gumbel,4.8,1,1000,1
50,5,0,I,SbJ,Supremum,0,none,gumbel,4,1,1000,1
100,5,0,Sh,ShP,Euclidean,0.1,column,gumbel,39.2,1,1000,1
100,5,0,Sh,ShP,Supremum,0.1,column,gumbel,29.9,1,1000,1
100,5,0,I,ShP,Euclidean,0.1,column,gumbel,31.4,1,1000,1
100,5,0,I,ShP,Supremum,0.1,column,gumbel,22.1,1,1000,1
100,5,0,Sh,SbP,Euclidean,0.1,column,gumbel,23.5,1,1000,1
100,5,0,Sh,SbP,Supremum,0.1,column,gumbel,15.9,1,1000,1
100,5,0,I,SbP,Euclidean,0.1,column,gumbel,29.5,1,1000,1
100,5,0,I,SbP,Supremum,0.1,column,gumbel,18.5,1,1000,1
100,5,0,Sh,ShJ,Euclidean,0.1,column,gumbel,35,1,1000,1
100,5,0,Sh,ShJ,Supremum,0.1,column,gumbel,25.8,1,1000,1
100,5,0,Sh,SbJ,Euclidean,0.1,column,gumbel,28,1,1000,1
100,5,0,Sh,SbJ,Supremum,0.1,column,gumbel,18.3,1,1000,1
100,5,0,I,SbJ,Euclidean,0.1,column,gumbel,32.1,1,1000,1
100,5,0,I,SbJ,Supremum,0.1,column,gumbel,20.1,1,1000,1
100,15,0,Sh,ShP,Euclidean,0,none,gumbel,100,1,1000,0
100,15,0,Sh,ShP,Supremum,0,none,gumbel,100,1,1000,0
100,15,0,I,ShP,Euclidean,0,none,gumbel,1.7,1,1000,0
100,15,0,I,ShP,Supremum,0,none,gumbel,5.3,1,1000,0
100,15,0,Sh,SbP,Euclidean,0,none,gumbel,5.1,1,1000,1
100,15,0,Sh,SbP,Supremum,0,none,gumbel,5,1,1000,1
100,15,0,I,SbP,Euclidean,0,none,gumbel,5.2,1,1000,1
100,15,0,I,SbP,Supremum,0,none,gumbel,5.3,1,1000,1
100,15,0,Sh,ShJ,Euclidean,0,none,gumbel,100,1,1000,1
100,15,0,Sh,ShJ,Supremum,0,none,gumbel,100,1,1000,1
100,15,0,Sh,SbJ,Euclidean,0,none,gumbel,5.5,1,1000,1
100,15,0,Sh,SbJ,Supremum,0,none,gumbel,5.2,1,1000,1
100,15,0,I,SbJ,Euclidean,0,none,gumbel,5.5,1,1000,1
100,15,0,I,SbJ,Supremum,0,none,gumbel,5,1,1000,1
100,25,0,Sh,ShP,Euclidean,0.1,single,gumbel,0,1,1000,0
100,25,0,Sh,ShP,Supremum,0.1,single,gumbel,0.1,1,1000,0
100,25,0,I,ShP,Euclidean,0.1,single,gumbel,0.2,1,1000,0
100,25,0,I,ShP,Supremum,0.1,single,gumbel,4.9,1,1000,0
100,25,0,Sh,SbP,Euclidean,0.1,single,gumbel,5.4,1,1000,1
100,25,0,Sh,SbP,Supremum,0.1,single,gumbel,5.2,1,1000,1
100,25,0,I,SbP,Euclidean,0.1,single,gumbel,5.4,1,1000,1
100,25,0,I,SbP,Supremum,0.1,single,gumbel,5.2,1,1000,1
100,25,0,Sh,ShJ,Euclidean,0.1,single,gumbel,0,1,1000,1
100,25,0,Sh,ShJ,Supremum,0.1,single,gumbel,0.1,1,1000,1
100,25,0,Sh,SbJ,Euclidean,0.1,single,gumbel,5.4,1,1000,1
100,25,0,Sh,SbJ,Supremum,0.1,single,gumbel,5.1,1,1000,1
100,25,0,I,SbJ,Euclidean,0.1,single,gumbel,5.7,1,1000,1
100,25,0,I,SbJ,Supremum,0.1,single,gumbel,5.2,1,1000,1
50,5,0,Sh,ShP,Euclidean,0.1,single,gumbel,40.3,1,1000,1
50,5,0,Sh,ShP,Supremum,0.1,single,gumbel,34.3,1,1000,1
50,5,0,I,ShP,Euclidean,0.1,single,gumbel,7.4,1,1000,1
50,5,0,I,ShP,Supremum,0.1,single,gumbel,10,1,1000,1
50,5,0,Sh,SbP,Euclidean,0.1,single,gumbel,4.6,1,1000,1
50,5,0,Sh,SbP,Supremum,0.1,single,gumbel,5.9,1,1000,1
50,5,0,I,SbP,Euclidean,0.1,single,gumbel,5.4,1,1000,1
50,5,0,I,SbP,Supremum,0.1,single,gumbel,6.2,1,1000,1
50,5,0,Sh,ShJ,Euclidean,0.1,single,gumbel,31.1,1,1000,1
50,5,0,Sh,ShJ,Supremum,0.1,single,gumbel,27.1,1,1000,1
50,5,0,Sh,SbJ,Euclidean,0.1,single,gumbel,7.1,1,1000,1
50,5,0,Sh,SbJ,Supremum,0.1,single,gumbel,7.5,1,1000,1
50,5,0,I,SbJ,Euclidean,0.1,single,gumbel,6.9,1,1000,1
50,5,0,I,SbJ,Supremum,0.1,single,gumbel,7.7,1,1000,1
250,5,0,Sh,ShP,Euclidean,0.1,single,gumbel,36.6,1,1000,1
250,5,0,Sh,ShP,Supremum,0.1,single,gumbel,35.4,1,1000,1
250,5,0,I,ShP,Euclidean,0.1,single,gumbel,27.9,1,1000,1
250,5,0,I,ShP,Supremum,0.1,single,gumbel,33.6,1,1000,1
250,5,0,Sh,SbP,Euclidean,0.1,single,gumbel,27,1,1000,1
250,5,0,Sh,SbP,Supremum,0.1,single,gumbel,31.8,1,1000,1
250,5,0,I,SbP,Euclidean,0.1,single,gumbel,26.8,1,1000,1
250,5,0,I,SbP,Supremum,0.1,single,gumbel,32.2,1,1000,1
250,5,0,Sh,ShJ,Euclidean,0.1,single,gumbel,35.4,1,1000,1
250,5,0,Sh,ShJ,Supremum,0.1,single,gumbel,34,1,1000,1
250,5,0,I,ShJ,Euclidean,0.1,single,gumbel,26.8,1,1000,1
250,5,0,I,ShJ,Supremum,0.1,single,gumbel,32.6,1,1000,1
250,5,0,Sh,SbJ,Euclidean,0.1,single,gumbel,28.8,1,1000,1
250,5,0,Sh,SbJ,Supremum,0.1,single,gumbel,32.6,1,1000,1
250,5,0,I,SbJ,Euclidean,0.1,single,gumbel,27.8,1,1000,1
250,5,0,I,SbJ,Supremum,0.1,single,gumbel,33.2,1,1000,1
250,15,0,Sh,ShP,Euclidean,0.2,single,gumbel,99.9,1,1000,1
250,15,0,Sh,ShP,Supremum,0.2,single,gumbel,99.3,1,1000,1
250,15,0,I,ShP,Euclidean,0.2,single,gumbel,32.3,1,1000,1
250,15,0,I,ShP,Supremum,0.2,single,gumbel,91.5,1,1000,1
250,15,0,Sh,SbP,Euclidean,0.2,single,gumbel,42,1,1000,1
250,15,0,Sh,SbP,Supremum,0.2,single,gumbel,91.5,1,1000,1
250,15,0,I,SbP,Euclidean,0.2,single,gumbel,42.7,1,1000,1
250,15,0,I,SbP,Supremum,0.2,single,gumbel,91.3,1,1000,1
250,15,0,Sh,ShJ,Euclidean,0.2,single,gumbel,99.9,1,1000,1
250,15,0,Sh,ShJ,Supremum,0.2,single,gumbel,99,1,1000,1
250,15,0,I,ShJ,Euclidean,0.2,single,gumbel,28.3,1,1000,1
250,15,0,I,ShJ,Supremum,0.2,single,gumbel,90.8,1,1000,1
250,15,0,Sh,SbJ,Euclidean,0.2,single,gumbel,42.4,1,1000,1
250,15,0,Sh,SbJ,Supremum,0.2,single,gumbel,91.5,1,1000,1
250,15,0,I,SbJ,Euclidean,0.2,single,gumbel,42.4,1,1000,1
250,15,0,I,SbJ,Supremum,0.2,single,gumbel,91.2,1,1000,1
50,25,0,Sh,ShP,Euclidean,0.1,single,gumbel,0,1,1000,0
50,25,0,Sh,ShP,Supremum,0.1,single,gumbel,0,1,1000,0
50,25,0,I,ShP,Euclidean,0.1,single,gumbel,0,1,1000,0
50,25,0,I,ShP,Supremum,0.1,single,gumbel,2.8,1,1000,0
50,25,0,Sh,SbP,Euclidean,0.1,single,gumbel,4.5,1,1000,1
50,25,0,Sh,SbP,Supremum,0.1,single,gumbel,3.4,1,1000,1
50,25,0,I,SbP,Euclidean,0.1,single,gumbel,4.6,1,1000,1
50,25,0,I,SbP,Supremum,0.1,single,gumbel,3.3,1,1000,1
50,25,0,Sh,ShJ,Euclidean,0.1,single,gumbel,0,1,1000,1
50,25,0,Sh,ShJ,Supremum,0.1,single,gumbel,0,1,1000,1
50,25,0,Sh,SbJ,Euclidean,0.1,single,gumbel,5.2,1,1000,1
50,25,0,Sh,SbJ,Supremum,0.1,single,gumbel,3.4,1,1000,1
50,25,0,I,SbJ,Euclidean,0.1,single,gumbel,5.2,1,1000,1
50,25,0,I,SbJ,Supremum,0.1,single,gumbel,3.3,1,1000,1
150,25,0,Sh,ShP,Euclidean,0,none,gumbel,35.8,1,1000,0
150,25,0,Sh,ShP,Supremum,0,none,gumbel,15.7,1,1000,0
150,25,0,I,ShP,Euclidean,0,none,gumbel,0.5,1,1000,0
150,25,0,I,ShP,Supremum,0,none,gumbel,4.4,1,1000,0
150,25,0,Sh,SbP,Euclidean,0,none,gumbel,5.5,1,1000,1
150,25,0,Sh,SbP,Supremum,0,none,gumbel,4.7,1,1000,1
150,25,0,I,SbP,Euclidean,0,none,gumbel,5.6,1,1000,1
150,25,0,I,SbP,Supremum,0,none,gumbel,4.6,1,1000,1
150,25,0,Sh,ShJ,Euclidean,0,none,gumbel,22.1,1,1000,1
150,25,0,Sh,ShJ,Supremum,0,none,gumbel,10.6,1,1000,1
150,25,0,Sh,SbJ,Euclidean,0,none,gumbel,5.6,1,1000,1
150,25,0,Sh,SbJ,Supremum,0,none,gumbel,4.4,1,1000,1
150,25,0,I,SbJ,Euclidean,0,none,gumbel,5.6,1,1000,1
150,25,0,I,SbJ,Supremum,0,none,gumbel,4.6,1,1000,1
50,25,0,Sh,ShP,Euclidean,0.2,single,gumbel,0,1,1000,0
50,25,0,Sh,ShP,Supremum,0.2,single,gumbel,0,1,1000,0
50,25,0,I,ShP,Euclidean,0.2,single,gumbel,0,1,1000,0
50,25,0,I,ShP,Supremum,0.2,single,gumbel,7.3,1,1000,0
50,25,0,Sh,SbP,Euclidean,0.2,single,gumbel,5.8,1,1000,1
50,25,0,Sh,SbP,Supremum,0.2,single,gumbel,8.4,1,1000,1
50,25,0,I,SbP,Euclidean,0.2,single,gumbel,5.7,1,1000,1
50,25,0,I,SbP,Supremum,0.2,single,gumbel,8,1,1000,1
50,25,0,Sh,ShJ,Euclidean,0.2,single,gumbel,0,1,1000,1
50,25,0,Sh,ShJ,Supremum,0.2,single,gumbel,0,1,1000,1
50,25,0,Sh,SbJ,Euclidean,0.2,single,gumbel,6.7,1,1000,1
50,25,0,Sh,SbJ,Supremum,0.2,single,gumbel,8.2,1,1000,1
50,25,0,I,SbJ,Euclidean,0.2,single,gumbel,6.6,1,1000,1
50,25,0,I,SbJ,Supremum,0.2,single,gumbel,7.8,1,1000,1
250,15,0,Sh,ShP,Euclidean,0.1,column,gumbel,100,1,1000,1
250,15,0,Sh,ShP,Supremum,0.1,column,gumbel,94.9,1,1000,1
250,15,0,I,ShP,Euclidean,0.1,column,gumbel,88.1,1,1000,1
250,15,0,I,ShP,Supremum,0.1,column,gumbel,69.2,1,1000,1
250,15,0,Sh,SbP,Euclidean,0.1,column,gumbel,72.5,1,1000,1
250,15,0,Sh,SbP,Supremum,0.1,column,gumbel,40.3,1,1000,1
250,15,0,I,SbP,Euclidean,0.1,column,gumbel,90.3,1,1000,1
250,15,0,I,SbP,Supremum,0.1,column,gumbel,68.5,1,1000,1
250,15,0,Sh,ShJ,Euclidean,0.1,column,gumbel,100,1,1000,1
250,15,0,Sh,ShJ,Supremum,0.1,column,gumbel,93,1,1000,1
250,15,0,I,ShJ,Euclidean,0.1,column,gumbel,86.5,1,1000,1
250,15,0,I,ShJ,Supremum,0.1,column,gumbel,67.3,1,1000,1
250,15,0,Sh,SbJ,Euclidean,0.1,column,gumbel,74.5,1,1000,1
250,15,0,Sh,SbJ,Supremum,0.1,column,gumbel,42.6,1,1000,1
250,15,0,I,SbJ,Euclidean,0.1,column,gumbel,90.6,1,1000,1
250,15,0,I,SbJ,Supremum,0.1,column,gumbel,68.6,1,1000,1
50,5,0,Sh,ShP,Euclidean,0.2,single,gumbel,59.7,1,1000,1
50,5,0,Sh,ShP,Supremum,0.2,single,gumbel,54.1,1,1000,1
50,5,0,I,ShP,Euclidean,0.2,single,gumbel,22.2,1,1000,1
50,5,0,I,ShP,Supremum,0.2,single,gumbel,29.1,1,1000,1
50,5,0,Sh,SbP,Euclidean,0.2,single,gumbel,16,1,1000,1
50,5,0,Sh,SbP,Supremum,0.2,single,gumbel,22.3,1,1000,1
50,5,0,I,SbP,Euclidean,0.2,single,gumbel,17.3,1,1000,1
50,5,0,I,SbP,Supremum,0.2,single,gumbel,23,1,1000,1
50,5,0,Sh,ShJ,Euclidean,0.2,single,gumbel,52,1,1000,1
50,5,0,Sh,ShJ,Supremum,0.2,single,gumbel,45.5,1,1000,1
50,5,0,Sh,SbJ,Euclidean,0.2,single,gumbel,22,1,1000,1
50,5,0,Sh,SbJ,Supremum,0.2,single,gumbel,25.3,1,1000,1
50,5,0,I,SbJ,Euclidean,0.2,single,gumbel,22.3,1,1000,1
50,5,0,I,SbJ,Supremum,0.2,single,gumbel,25.7,1,1000,1
250,15,0,Sh,ShP,Euclidean,0,none,gumbel,99.2,1,1000,1
250,15,0,Sh,ShP,Supremum,0,none,gumbel,79.1,1,1000,1
250,15,0,I,ShP,Euclidean,0,none,gumbel,3.2,1,1000,1
250,15,0,I,ShP,Supremum,0,none,gumbel,4.8,1,1000,1
250,15,0,Sh,SbP,Euclidean,0,none,gumbel,5.6,1,1000,1
250,15,0,Sh,SbP,Supremum,0,none,gumbel,4.4,1,1000,1
250,15,0,I,SbP,Euclidean,0,none,gumbel,5.3,1,1000,1
250,15,0,I,SbP,Supremum,0,none,gumbel,4.5,1,1000,1
250,15,0,Sh,ShJ,Euclidean,0,none,gumbel,98.8,1,1000,1
250,15,0,Sh,ShJ,Supremum,0,none,gumbel,75,1,1000,1
250,15,0,I,ShJ,Euclidean,0,none,gumbel,2.6,1,1000,1
250,15,0,I,ShJ,Supremum,0,none,gumbel,4.1,1,1000,1
250,15,0,Sh,SbJ,Euclidean,0,none,gumbel,5.6,1,1000,1
250,15,0,Sh,SbJ,Supremum,0,none,gumbel,4.8,1,1000,1
250,15,0,I,SbJ,Euclidean,0,none,gumbel,5.5,1,1000,1
250,15,0,I,SbJ,Supremum,0,none,gumbel,4.5,1,1000,1
100,25,0,Sh,ShP,Euclidean,0.1,column,gumbel,12.2,1,1000,0
100,25,0,Sh,ShP,Supremum,0.1,column,gumbel,11.4,1,1000,0
100,25,0,I,ShP,Euclidean,0.1,column,gumbel,19.6,1,1000,0
100,25,0,I,ShP,Supremum,0.1,column,gumbel,23.4,1,1000,0
100,25,0,Sh,SbP,Euclidean,0.1,column,gumbel,17.9,1,1000,1
100,25,0,Sh,SbP,Supremum,0.1,column,gumbel,9.8,1,1000,1
100,25,0,I,SbP,Euclidean,0.1,column,gumbel,45.7,1,1000,1
100,25,0,I,SbP,Supremum,0.1,column,gumbel,24.9,1,1000,1
100,25,0,Sh,ShJ,Euclidean,0.1,column,gumbel,9.7,1,1000,1
100,25,0,Sh,ShJ,Supremum,0.1,column,gumbel,8.7,1,1000,1
100,25,0,Sh,SbJ,Euclidean,0.1,column,gumbel,18.8,1,1000,1
100,25,0,Sh,SbJ,Supremum,0.1,column,gumbel,10.5,1,1000,1
100,25,0,I,SbJ,Euclidean,0.1,column,gumbel,46.2,1,1000,1
100,25,0,I,SbJ,Supremum,0.1,column,gumbel,25.2,1,1000,1
250,15,0,Sh,ShP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0,Sh,ShP,Supremum,0.2,column,gumbel,99.8,1,1000,1
250,15,0,I,ShP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0,I,ShP,Supremum,0.2,column,gumbel,100,1,1000,1
250,15,0,Sh,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0,Sh,SbP,Supremum,0.2,column,gumbel,95.7,1,1000,1
250,15,0,I,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0,I,SbP,Supremum,0.2,column,gumbel,100,1,1000,1
250,15,0,Sh,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0,Sh,ShJ,Supremum,0.2,column,gumbel,99.5,1,1000,1
250,15,0,I,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0,I,ShJ,Supremum,0.2,column,gumbel,100,1,1000,1
250,15,0,Sh,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0,Sh,SbJ,Supremum,0.2,column,gumbel,97.4,1,1000,1
250,15,0,I,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,15,0,I,SbJ,Supremum,0.2,column,gumbel,100,1,1000,1
150,5,0,Sh,ShP,Euclidean,0.1,single,gumbel,27.8,1,1000,1
150,5,0,Sh,ShP,Supremum,0.1,single,gumbel,26.3,1,1000,1
150,5,0,I,ShP,Euclidean,0.1,single,gumbel,16.6,1,1000,1
150,5,0,I,ShP,Supremum,0.1,single,gumbel,19.8,1,1000,1
150,5,0,Sh,SbP,Euclidean,0.1,single,gumbel,15.3,1,1000,1
150,5,0,Sh,SbP,Supremum,0.1,single,gumbel,18,1,1000,1
150,5,0,I,SbP,Euclidean,0.1,single,gumbel,15.9,1,1000,1
150,5,0,I,SbP,Supremum,0.1,single,gumbel,18.4,1,1000,1
150,5,0,Sh,ShJ,Euclidean,0.1,single,gumbel,24.7,1,1000,1
150,5,0,Sh,ShJ,Supremum,0.1,single,gumbel,24,1,1000,1
150,5,0,Sh,SbJ,Euclidean,0.1,single,gumbel,16.7,1,1000,1
150,5,0,Sh,SbJ,Supremum,0.1,single,gumbel,19.4,1,1000,1
150,5,0,I,SbJ,Euclidean,0.1,single,gumbel,16.8,1,1000,1
150,5,0,I,SbJ,Supremum,0.1,single,gumbel,18.9,1,1000,1
50,5,0,Sh,ShP,Euclidean,0.1,column,gumbel,49.5,1,1000,1
50,5,0,Sh,ShP,Supremum,0.1,column,gumbel,39.1,1,1000,1
50,5,0,I,ShP,Euclidean,0.1,column,gumbel,16.5,1,1000,1
50,5,0,I,ShP,Supremum,0.1,column,gumbel,16,1,1000,1
50,5,0,Sh,SbP,Euclidean,0.1,column,gumbel,11.1,1,1000,1
50,5,0,Sh,SbP,Supremum,0.1,column,gumbel,8.7,1,1000,1
50,5,0,I,SbP,Euclidean,0.1,column,gumbel,13.4,1,1000,1
50,5,0,I,SbP,Supremum,0.1,column,gumbel,9.7,1,1000,1
50,5,0,Sh,ShJ,Euclidean,0.1,column,gumbel,39.4,1,1000,1
50,5,0,Sh,ShJ,Supremum,0.1,column,gumbel,33.2,1,1000,1
50,5,0,Sh,SbJ,Euclidean,0.1,column,gumbel,16.7,1,1000,1
50,5,0,Sh,SbJ,Supremum,0.1,column,gumbel,12.2,1,1000,1
50,5,0,I,SbJ,Euclidean,0.1,column,gumbel,17.4,1,1000,1
50,5,0,I,SbJ,Supremum,0.1,column,gumbel,12.7,1,1000,1
150,5,0,Sh,ShP,Euclidean,0.1,column,gumbel,48.7,1,1000,1
150,5,0,Sh,ShP,Supremum,0.1,column,gumbel,36.1,1,1000,1
150,5,0,I,ShP,Euclidean,0.1,column,gumbel,49.7,1,1000,1
150,5,0,I,ShP,Supremum,0.1,column,gumbel,35.5,1,1000,1
150,5,0,Sh,SbP,Euclidean,0.1,column,gumbel,41.7,1,1000,1
150,5,0,Sh,SbP,Supremum,0.1,column,gumbel,27.3,1,1000,1
150,5,0,I,SbP,Euclidean,0.1,column,gumbel,48.3,1,1000,1
150,5,0,I,SbP,Supremum,0.1,column,gumbel,30.6,1,1000,1
150,5,0,Sh,ShJ,Euclidean,0.1,column,gumbel,45.8,1,1000,1
150,5,0,Sh,ShJ,Supremum,0.1,column,gumbel,34.1,1,1000,1
150,5,0,Sh,SbJ,Euclidean,0.1,column,gumbel,44.7,1,1000,1
150,5,0,Sh,SbJ,Supremum,0.1,column,gumbel,30.8,1,1000,1
150,5,0,I,SbJ,Euclidean,0.1,column,gumbel,50.1,1,1000,1
150,5,0,I,SbJ,Supremum,0.1,column,gumbel,33,1,1000,1
250,25,0,Sh,ShP,Euclidean,0.2,column,gumbel,100,1,1000,0
250,25,0,Sh,ShP,Supremum,0.2,column,gumbel,100,1,1000,0
250,25,0,I,ShP,Euclidean,0.2,column,gumbel,100,1,1000,0
250,25,0,I,ShP,Supremum,0.2,column,gumbel,100,1,1000,0
250,25,0,Sh,SbP,Euclidean,0.2,column,gumbel,99.3,1,1000,1
250,25,0,Sh,SbP,Supremum,0.2,column,gumbel,87.6,1,1000,1
250,25,0,I,SbP,Euclidean,0.2,column,gumbel,100,1,1000,1
250,25,0,I,SbP,Supremum,0.2,column,gumbel,100,1,1000,1
250,25,0,Sh,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,25,0,Sh,ShJ,Supremum,0.2,column,gumbel,100,1,1000,1
250,25,0,I,ShJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,25,0,I,ShJ,Supremum,0.2,column,gumbel,100,1,1000,1
250,25,0,Sh,SbJ,Euclidean,0.2,column,gumbel,99.3,1,1000,1
250,25,0,Sh,SbJ,Supremum,0.2,column,gumbel,90.4,1,1000,1
250,25,0,I,SbJ,Euclidean,0.2,column,gumbel,100,1,1000,1
250,25,0,I,SbJ,Supremum,0.2,column,gumbel,100,1,1000,1
150,5,0,Sh,ShP,Euclidean,0.2,column,gumbel,88.7,1,1000,1
150,5,0,Sh,ShP,Supremum,0.2,column,gumbel,69.3,1,1000,1
150,5,0,I,ShP,Euclidean,0.2,column,gumbel,94.8,1,1000,1
150,5,0,I,ShP,Supremum,0.2,column,gumbel,83.6,1,1000,1
150,5,0,Sh,SbP,Euclidean,0.2,column,gumbel,92,1,1000,1
150,5,0,Sh,SbP,Supremum,0.2,column,gumbel,68.7,1,1000,1
150,5,0,I,SbP,Euclidean,0.2,column,gumbel,94.5,1,1000,1
150,5,0,I,SbP,Supremum,0.2,column,gumbel,80.1,1,1000,1
150,5,0,Sh,ShJ,Euclidean,0.2,column,gumbel,87.4,1,1000,1
150,5,0,Sh,ShJ,Supremum,0.2,column,gumbel,66.7,1,1000,1
150,5,0,Sh,SbJ,Euclidean,0.2,column,gumbel,93,1,1000,1
150,5,0,Sh,SbJ,Supremum,0.2,column,gumbel,76.8,1,1000,1
150,5,0,I,SbJ,Euclidean,0.2,column,gumbel,95,1,1000,1
150,5,0,I,SbJ,Supremum,0.2,column,gumbel,82.6,1,1000,1
150,25,0,Sh,ShP,Euclidean,0.1,column,gumbel,91,1,1000,0
